:START_ID(User)	:END_ID(Circle)	:TYPE
95	0_circle_15	IN_CIRCLE
207	0_circle_15	IN_CIRCLE
128	0_circle_15	IN_CIRCLE
339	0_circle_15	IN_CIRCLE
233	0_circle_15	IN_CIRCLE
1	0_circle_15	IN_CIRCLE
294	0_circle_15	IN_CIRCLE
280	0_circle_15	IN_CIRCLE
224	0_circle_15	IN_CIRCLE
269	0_circle_15	IN_CIRCLE
256	0_circle_15	IN_CIRCLE
60	0_circle_15	IN_CIRCLE
328	0_circle_15	IN_CIRCLE
189	0_circle_15	IN_CIRCLE
146	0_circle_15	IN_CIRCLE
77	0_circle_15	IN_CIRCLE
196	0_circle_15	IN_CIRCLE
64	0_circle_15	IN_CIRCLE
286	0_circle_15	IN_CIRCLE
89	0_circle_15	IN_CIRCLE
22	0_circle_15	IN_CIRCLE
39	0_circle_15	IN_CIRCLE
190	0_circle_15	IN_CIRCLE
281	0_circle_15	IN_CIRCLE
117	0_circle_15	IN_CIRCLE
38	0_circle_15	IN_CIRCLE
213	0_circle_15	IN_CIRCLE
135	0_circle_15	IN_CIRCLE
197	0_circle_15	IN_CIRCLE
291	0_circle_15	IN_CIRCLE
21	0_circle_15	IN_CIRCLE
315	0_circle_15	IN_CIRCLE
261	0_circle_15	IN_CIRCLE
47	0_circle_15	IN_CIRCLE
36	0_circle_15	IN_CIRCLE
186	0_circle_15	IN_CIRCLE
169	0_circle_15	IN_CIRCLE
342	0_circle_15	IN_CIRCLE
49	0_circle_15	IN_CIRCLE
9	0_circle_15	IN_CIRCLE
16	0_circle_15	IN_CIRCLE
185	0_circle_15	IN_CIRCLE
219	0_circle_15	IN_CIRCLE
123	0_circle_15	IN_CIRCLE
72	0_circle_15	IN_CIRCLE
309	0_circle_15	IN_CIRCLE
103	0_circle_15	IN_CIRCLE
157	0_circle_15	IN_CIRCLE
277	0_circle_15	IN_CIRCLE
105	0_circle_15	IN_CIRCLE
139	0_circle_15	IN_CIRCLE
148	0_circle_15	IN_CIRCLE
248	0_circle_15	IN_CIRCLE
341	0_circle_15	IN_CIRCLE
62	0_circle_15	IN_CIRCLE
98	0_circle_15	IN_CIRCLE
63	0_circle_15	IN_CIRCLE
297	0_circle_15	IN_CIRCLE
242	0_circle_15	IN_CIRCLE
10	0_circle_15	IN_CIRCLE
152	0_circle_15	IN_CIRCLE
236	0_circle_15	IN_CIRCLE
308	0_circle_15	IN_CIRCLE
82	0_circle_15	IN_CIRCLE
87	0_circle_15	IN_CIRCLE
136	0_circle_15	IN_CIRCLE
200	0_circle_15	IN_CIRCLE
183	0_circle_15	IN_CIRCLE
247	0_circle_15	IN_CIRCLE
290	0_circle_15	IN_CIRCLE
303	0_circle_15	IN_CIRCLE
319	0_circle_15	IN_CIRCLE
6	0_circle_15	IN_CIRCLE
314	0_circle_15	IN_CIRCLE
104	0_circle_15	IN_CIRCLE
127	0_circle_15	IN_CIRCLE
25	0_circle_15	IN_CIRCLE
69	0_circle_15	IN_CIRCLE
171	0_circle_15	IN_CIRCLE
119	0_circle_15	IN_CIRCLE
79	0_circle_15	IN_CIRCLE
340	0_circle_15	IN_CIRCLE
301	0_circle_15	IN_CIRCLE
188	0_circle_15	IN_CIRCLE
142	0_circle_15	IN_CIRCLE
251	0_circle_16	IN_CIRCLE
94	0_circle_16	IN_CIRCLE
330	0_circle_16	IN_CIRCLE
5	0_circle_16	IN_CIRCLE
34	0_circle_16	IN_CIRCLE
299	0_circle_16	IN_CIRCLE
254	0_circle_16	IN_CIRCLE
24	0_circle_16	IN_CIRCLE
180	0_circle_16	IN_CIRCLE
194	0_circle_16	IN_CIRCLE
281	0_circle_16	IN_CIRCLE
101	0_circle_16	IN_CIRCLE
266	0_circle_16	IN_CIRCLE
135	0_circle_16	IN_CIRCLE
197	0_circle_16	IN_CIRCLE
173	0_circle_16	IN_CIRCLE
36	0_circle_16	IN_CIRCLE
9	0_circle_16	IN_CIRCLE
85	0_circle_16	IN_CIRCLE
57	0_circle_16	IN_CIRCLE
37	0_circle_16	IN_CIRCLE
258	0_circle_16	IN_CIRCLE
309	0_circle_16	IN_CIRCLE
80	0_circle_16	IN_CIRCLE
139	0_circle_16	IN_CIRCLE
202	0_circle_16	IN_CIRCLE
187	0_circle_16	IN_CIRCLE
249	0_circle_16	IN_CIRCLE
58	0_circle_16	IN_CIRCLE
127	0_circle_16	IN_CIRCLE
48	0_circle_16	IN_CIRCLE
92	0_circle_16	IN_CIRCLE
90	0_circle_17	IN_CIRCLE
52	0_circle_17	IN_CIRCLE
172	0_circle_17	IN_CIRCLE
126	0_circle_17	IN_CIRCLE
294	0_circle_17	IN_CIRCLE
179	0_circle_17	IN_CIRCLE
145	0_circle_17	IN_CIRCLE
105	0_circle_17	IN_CIRCLE
210	0_circle_17	IN_CIRCLE
177	0_circle_18	IN_CIRCLE
93	0_circle_19	IN_CIRCLE
33	0_circle_19	IN_CIRCLE
333	0_circle_19	IN_CIRCLE
17	0_circle_19	IN_CIRCLE
137	0_circle_19	IN_CIRCLE
44	0_circle_19	IN_CIRCLE
343	0_circle_19	IN_CIRCLE
326	0_circle_19	IN_CIRCLE
214	0_circle_19	IN_CIRCLE
115	0_circle_19	IN_CIRCLE
312	0_circle_19	IN_CIRCLE
41	0_circle_19	IN_CIRCLE
20	0_circle_19	IN_CIRCLE
244	0_circle_20	IN_CIRCLE
282	0_circle_20	IN_CIRCLE
262	0_circle_20	IN_CIRCLE
293	0_circle_20	IN_CIRCLE
220	0_circle_20	IN_CIRCLE
174	0_circle_20	IN_CIRCLE
12	0_circle_21	IN_CIRCLE
267	0_circle_22	IN_CIRCLE
28	0_circle_23	IN_CIRCLE
149	0_circle_23	IN_CIRCLE
162	0_circle_23	IN_CIRCLE
1043	107_circle_0	IN_CIRCLE
1045	107_circle_0	IN_CIRCLE
1030	107_circle_0	IN_CIRCLE
1252	107_circle_0	IN_CIRCLE
1254	107_circle_0	IN_CIRCLE
1368	107_circle_0	IN_CIRCLE
1197	107_circle_0	IN_CIRCLE
955	107_circle_0	IN_CIRCLE
1111	107_circle_0	IN_CIRCLE
1384	107_circle_0	IN_CIRCLE
1410	107_circle_1	IN_CIRCLE
1144	107_circle_1	IN_CIRCLE
950	107_circle_1	IN_CIRCLE
1385	107_circle_1	IN_CIRCLE
1174	107_circle_1	IN_CIRCLE
1087	107_circle_1	IN_CIRCLE
563	107_circle_1	IN_CIRCLE
1684	107_circle_1	IN_CIRCLE
1676	107_circle_1	IN_CIRCLE
1555	107_circle_1	IN_CIRCLE
1549	107_circle_1	IN_CIRCLE
389	107_circle_1	IN_CIRCLE
1013	107_circle_1	IN_CIRCLE
1251	107_circle_1	IN_CIRCLE
1031	107_circle_1	IN_CIRCLE
1421	107_circle_1	IN_CIRCLE
1469	107_circle_2	IN_CIRCLE
1504	107_circle_2	IN_CIRCLE
1727	107_circle_2	IN_CIRCLE
1183	107_circle_2	IN_CIRCLE
1052	107_circle_2	IN_CIRCLE
1807	107_circle_2	IN_CIRCLE
913	107_circle_2	IN_CIRCLE
1263	107_circle_2	IN_CIRCLE
1690	107_circle_2	IN_CIRCLE
1035	107_circle_2	IN_CIRCLE
1531	107_circle_2	IN_CIRCLE
1699	107_circle_2	IN_CIRCLE
1444	107_circle_2	IN_CIRCLE
1738	107_circle_2	IN_CIRCLE
1745	107_circle_2	IN_CIRCLE
1760	107_circle_2	IN_CIRCLE
1429	107_circle_2	IN_CIRCLE
987	107_circle_2	IN_CIRCLE
1542	107_circle_2	IN_CIRCLE
1320	107_circle_3	IN_CIRCLE
1616	107_circle_3	IN_CIRCLE
1025	107_circle_3	IN_CIRCLE
976	107_circle_3	IN_CIRCLE
651	107_circle_3	IN_CIRCLE
1237	107_circle_3	IN_CIRCLE
1223	107_circle_3	IN_CIRCLE
566	107_circle_3	IN_CIRCLE
1881	107_circle_3	IN_CIRCLE
1080	107_circle_3	IN_CIRCLE
0	107_circle_3	IN_CIRCLE
1142	107_circle_3	IN_CIRCLE
517	107_circle_3	IN_CIRCLE
1155	107_circle_3	IN_CIRCLE
1408	107_circle_3	IN_CIRCLE
563	107_circle_3	IN_CIRCLE
1692	107_circle_3	IN_CIRCLE
1684	107_circle_3	IN_CIRCLE
914	107_circle_3	IN_CIRCLE
348	107_circle_3	IN_CIRCLE
915	107_circle_3	IN_CIRCLE
420	107_circle_3	IN_CIRCLE
363	107_circle_3	IN_CIRCLE
1487	107_circle_3	IN_CIRCLE
606	107_circle_3	IN_CIRCLE
1766	107_circle_3	IN_CIRCLE
1549	107_circle_3	IN_CIRCLE
366	107_circle_3	IN_CIRCLE
1113	107_circle_3	IN_CIRCLE
1679	107_circle_3	IN_CIRCLE
1882	107_circle_3	IN_CIRCLE
428	107_circle_3	IN_CIRCLE
58	107_circle_3	IN_CIRCLE
1114	107_circle_3	IN_CIRCLE
1574	107_circle_3	IN_CIRCLE
1332	107_circle_3	IN_CIRCLE
1387	107_circle_3	IN_CIRCLE
1767	107_circle_3	IN_CIRCLE
1179	107_circle_3	IN_CIRCLE
1177	107_circle_4	IN_CIRCLE
1896	107_circle_4	IN_CIRCLE
1053	107_circle_4	IN_CIRCLE
1138	107_circle_4	IN_CIRCLE
1057	107_circle_4	IN_CIRCLE
1403	107_circle_4	IN_CIRCLE
979	107_circle_4	IN_CIRCLE
1016	107_circle_4	IN_CIRCLE
1664	107_circle_4	IN_CIRCLE
1607	107_circle_4	IN_CIRCLE
1231	107_circle_5	IN_CIRCLE
1060	107_circle_5	IN_CIRCLE
1727	107_circle_5	IN_CIRCLE
1099	107_circle_5	IN_CIRCLE
1227	107_circle_5	IN_CIRCLE
1158	107_circle_5	IN_CIRCLE
1891	107_circle_5	IN_CIRCLE
1635	107_circle_5	IN_CIRCLE
1423	107_circle_5	IN_CIRCLE
1691	107_circle_5	IN_CIRCLE
1120	107_circle_5	IN_CIRCLE
1413	107_circle_5	IN_CIRCLE
1115	107_circle_5	IN_CIRCLE
1215	107_circle_5	IN_CIRCLE
1436	107_circle_5	IN_CIRCLE
1899	107_circle_5	IN_CIRCLE
1143	107_circle_5	IN_CIRCLE
1381	107_circle_5	IN_CIRCLE
1682	107_circle_5	IN_CIRCLE
1257	107_circle_5	IN_CIRCLE
1872	107_circle_5	IN_CIRCLE
1036	107_circle_5	IN_CIRCLE
1018	107_circle_5	IN_CIRCLE
1875	107_circle_5	IN_CIRCLE
1379	107_circle_5	IN_CIRCLE
1418	107_circle_5	IN_CIRCLE
1859	107_circle_5	IN_CIRCLE
1261	107_circle_5	IN_CIRCLE
1636	107_circle_5	IN_CIRCLE
1828	107_circle_5	IN_CIRCLE
1808	107_circle_5	IN_CIRCLE
1448	107_circle_5	IN_CIRCLE
1591	107_circle_5	IN_CIRCLE
971	107_circle_5	IN_CIRCLE
1515	107_circle_5	IN_CIRCLE
1848	107_circle_5	IN_CIRCLE
1015	107_circle_5	IN_CIRCLE
526	107_circle_6	IN_CIRCLE
1539	107_circle_6	IN_CIRCLE
1579	107_circle_6	IN_CIRCLE
1642	107_circle_6	IN_CIRCLE
1852	107_circle_6	IN_CIRCLE
1317	107_circle_6	IN_CIRCLE
1585	107_circle_6	IN_CIRCLE
1736	107_circle_6	IN_CIRCLE
1554	107_circle_6	IN_CIRCLE
1603	107_circle_6	IN_CIRCLE
1572	107_circle_6	IN_CIRCLE
946	107_circle_6	IN_CIRCLE
1553	107_circle_6	IN_CIRCLE
1191	107_circle_6	IN_CIRCLE
1666	107_circle_6	IN_CIRCLE
1547	107_circle_6	IN_CIRCLE
1288	107_circle_6	IN_CIRCLE
1494	107_circle_6	IN_CIRCLE
929	107_circle_6	IN_CIRCLE
1722	107_circle_6	IN_CIRCLE
990	107_circle_6	IN_CIRCLE
1329	107_circle_6	IN_CIRCLE
1050	107_circle_6	IN_CIRCLE
1048	107_circle_6	IN_CIRCLE
1805	107_circle_6	IN_CIRCLE
1182	107_circle_6	IN_CIRCLE
1799	107_circle_6	IN_CIRCLE
983	107_circle_6	IN_CIRCLE
1195	107_circle_6	IN_CIRCLE
1594	107_circle_6	IN_CIRCLE
1144	107_circle_6	IN_CIRCLE
1092	107_circle_6	IN_CIRCLE
1112	107_circle_6	IN_CIRCLE
927	107_circle_6	IN_CIRCLE
925	107_circle_6	IN_CIRCLE
1600	107_circle_6	IN_CIRCLE
1146	107_circle_6	IN_CIRCLE
1597	107_circle_6	IN_CIRCLE
1584	107_circle_6	IN_CIRCLE
1851	107_circle_6	IN_CIRCLE
1198	107_circle_6	IN_CIRCLE
1435	107_circle_6	IN_CIRCLE
1619	107_circle_6	IN_CIRCLE
1181	107_circle_6	IN_CIRCLE
1184	107_circle_6	IN_CIRCLE
1107	107_circle_6	IN_CIRCLE
1724	107_circle_6	IN_CIRCLE
1845	107_circle_6	IN_CIRCLE
950	107_circle_6	IN_CIRCLE
1344	107_circle_6	IN_CIRCLE
1523	107_circle_6	IN_CIRCLE
1054	107_circle_6	IN_CIRCLE
1836	107_circle_6	IN_CIRCLE
1140	107_circle_6	IN_CIRCLE
1593	107_circle_6	IN_CIRCLE
1827	107_circle_6	IN_CIRCLE
1752	107_circle_6	IN_CIRCLE
1522	107_circle_6	IN_CIRCLE
1708	107_circle_6	IN_CIRCLE
1367	107_circle_6	IN_CIRCLE
1377	107_circle_6	IN_CIRCLE
1608	107_circle_6	IN_CIRCLE
1519	107_circle_6	IN_CIRCLE
1116	107_circle_6	IN_CIRCLE
1126	107_circle_6	IN_CIRCLE
1641	107_circle_6	IN_CIRCLE
1842	107_circle_6	IN_CIRCLE
1726	107_circle_6	IN_CIRCLE
1174	107_circle_6	IN_CIRCLE
1026	107_circle_6	IN_CIRCLE
1088	107_circle_6	IN_CIRCLE
1087	107_circle_6	IN_CIRCLE
1219	107_circle_6	IN_CIRCLE
952	107_circle_6	IN_CIRCLE
1073	107_circle_6	IN_CIRCLE
1398	107_circle_6	IN_CIRCLE
1735	107_circle_6	IN_CIRCLE
980	107_circle_6	IN_CIRCLE
1447	107_circle_6	IN_CIRCLE
951	107_circle_6	IN_CIRCLE
1620	107_circle_6	IN_CIRCLE
1823	107_circle_6	IN_CIRCLE
1132	107_circle_6	IN_CIRCLE
1039	107_circle_6	IN_CIRCLE
1272	107_circle_6	IN_CIRCLE
1789	107_circle_6	IN_CIRCLE
1678	107_circle_6	IN_CIRCLE
1613	107_circle_6	IN_CIRCLE
1612	107_circle_6	IN_CIRCLE
1361	107_circle_6	IN_CIRCLE
1411	107_circle_6	IN_CIRCLE
1761	107_circle_6	IN_CIRCLE
1793	107_circle_6	IN_CIRCLE
1669	107_circle_6	IN_CIRCLE
1172	107_circle_6	IN_CIRCLE
1135	107_circle_6	IN_CIRCLE
1886	107_circle_6	IN_CIRCLE
1557	107_circle_6	IN_CIRCLE
1098	107_circle_6	IN_CIRCLE
1819	107_circle_6	IN_CIRCLE
1540	107_circle_6	IN_CIRCLE
1480	107_circle_6	IN_CIRCLE
1750	107_circle_6	IN_CIRCLE
967	107_circle_6	IN_CIRCLE
1321	107_circle_6	IN_CIRCLE
1391	107_circle_6	IN_CIRCLE
1034	107_circle_6	IN_CIRCLE
1422	107_circle_6	IN_CIRCLE
1902	107_circle_6	IN_CIRCLE
1049	107_circle_6	IN_CIRCLE
1477	107_circle_6	IN_CIRCLE
982	107_circle_6	IN_CIRCLE
1151	107_circle_6	IN_CIRCLE
1161	107_circle_6	IN_CIRCLE
1029	107_circle_6	IN_CIRCLE
1561	107_circle_6	IN_CIRCLE
1271	107_circle_6	IN_CIRCLE
1484	107_circle_6	IN_CIRCLE
1559	107_circle_6	IN_CIRCLE
1178	107_circle_6	IN_CIRCLE
1697	107_circle_6	IN_CIRCLE
1791	107_circle_6	IN_CIRCLE
1683	107_circle_6	IN_CIRCLE
1101	107_circle_6	IN_CIRCLE
947	107_circle_6	IN_CIRCLE
1803	107_circle_6	IN_CIRCLE
978	107_circle_6	IN_CIRCLE
1517	107_circle_6	IN_CIRCLE
1588	107_circle_6	IN_CIRCLE
1817	107_circle_6	IN_CIRCLE
1293	107_circle_6	IN_CIRCLE
1008	107_circle_6	IN_CIRCLE
1684	107_circle_6	IN_CIRCLE
1509	107_circle_6	IN_CIRCLE
1653	107_circle_6	IN_CIRCLE
1278	107_circle_6	IN_CIRCLE
1710	107_circle_6	IN_CIRCLE
961	107_circle_6	IN_CIRCLE
1637	107_circle_6	IN_CIRCLE
922	107_circle_6	IN_CIRCLE
1242	107_circle_6	IN_CIRCLE
920	107_circle_6	IN_CIRCLE
1753	107_circle_6	IN_CIRCLE
1846	107_circle_6	IN_CIRCLE
1290	107_circle_6	IN_CIRCLE
1058	107_circle_6	IN_CIRCLE
1795	107_circle_6	IN_CIRCLE
1470	107_circle_6	IN_CIRCLE
1076	107_circle_6	IN_CIRCLE
934	107_circle_6	IN_CIRCLE
1250	107_circle_6	IN_CIRCLE
1676	107_circle_6	IN_CIRCLE
1617	107_circle_6	IN_CIRCLE
1351	107_circle_6	IN_CIRCLE
1614	107_circle_6	IN_CIRCLE
1883	107_circle_6	IN_CIRCLE
1369	107_circle_6	IN_CIRCLE
1700	107_circle_6	IN_CIRCLE
991	107_circle_6	IN_CIRCLE
1719	107_circle_6	IN_CIRCLE
1535	107_circle_6	IN_CIRCLE
1746	107_circle_6	IN_CIRCLE
921	107_circle_6	IN_CIRCLE
1352	107_circle_6	IN_CIRCLE
1441	107_circle_6	IN_CIRCLE
1405	107_circle_6	IN_CIRCLE
1376	107_circle_6	IN_CIRCLE
1555	107_circle_6	IN_CIRCLE
1460	107_circle_6	IN_CIRCLE
1123	107_circle_6	IN_CIRCLE
1416	107_circle_6	IN_CIRCLE
1467	107_circle_6	IN_CIRCLE
1644	107_circle_6	IN_CIRCLE
1843	107_circle_6	IN_CIRCLE
1079	107_circle_6	IN_CIRCLE
1006	107_circle_6	IN_CIRCLE
1074	107_circle_6	IN_CIRCLE
1513	107_circle_6	IN_CIRCLE
1792	107_circle_6	IN_CIRCLE
1449	107_circle_6	IN_CIRCLE
1450	107_circle_6	IN_CIRCLE
1085	107_circle_6	IN_CIRCLE
1458	107_circle_6	IN_CIRCLE
1305	107_circle_6	IN_CIRCLE
966	107_circle_6	IN_CIRCLE
1128	107_circle_6	IN_CIRCLE
1774	107_circle_6	IN_CIRCLE
1867	107_circle_6	IN_CIRCLE
1757	107_circle_6	IN_CIRCLE
1380	107_circle_6	IN_CIRCLE
414	107_circle_6	IN_CIRCLE
1888	107_circle_6	IN_CIRCLE
1730	107_circle_6	IN_CIRCLE
1420	107_circle_6	IN_CIRCLE
1758	107_circle_6	IN_CIRCLE
1145	107_circle_6	IN_CIRCLE
1086	107_circle_6	IN_CIRCLE
1485	107_circle_6	IN_CIRCLE
1149	107_circle_6	IN_CIRCLE
1737	107_circle_6	IN_CIRCLE
1800	107_circle_6	IN_CIRCLE
1675	107_circle_6	IN_CIRCLE
1003	107_circle_6	IN_CIRCLE
1714	107_circle_6	IN_CIRCLE
1056	107_circle_6	IN_CIRCLE
916	107_circle_6	IN_CIRCLE
996	107_circle_6	IN_CIRCLE
1075	107_circle_6	IN_CIRCLE
1769	107_circle_6	IN_CIRCLE
1589	107_circle_6	IN_CIRCLE
1796	107_circle_6	IN_CIRCLE
1238	107_circle_6	IN_CIRCLE
1431	107_circle_6	IN_CIRCLE
1124	107_circle_6	IN_CIRCLE
1471	107_circle_6	IN_CIRCLE
1330	107_circle_6	IN_CIRCLE
1702	107_circle_6	IN_CIRCLE
1668	107_circle_6	IN_CIRCLE
1721	107_circle_6	IN_CIRCLE
906	107_circle_6	IN_CIRCLE
1544	107_circle_6	IN_CIRCLE
1610	107_circle_6	IN_CIRCLE
1390	107_circle_6	IN_CIRCLE
1084	107_circle_6	IN_CIRCLE
1243	107_circle_6	IN_CIRCLE
1865	107_circle_6	IN_CIRCLE
1863	107_circle_6	IN_CIRCLE
1765	107_circle_6	IN_CIRCLE
1521	107_circle_6	IN_CIRCLE
1201	107_circle_6	IN_CIRCLE
926	107_circle_6	IN_CIRCLE
1534	107_circle_6	IN_CIRCLE
1701	107_circle_6	IN_CIRCLE
1698	107_circle_6	IN_CIRCLE
1532	107_circle_6	IN_CIRCLE
1402	107_circle_6	IN_CIRCLE
1663	107_circle_6	IN_CIRCLE
1360	107_circle_6	IN_CIRCLE
1809	107_circle_6	IN_CIRCLE
1301	107_circle_6	IN_CIRCLE
1528	107_circle_6	IN_CIRCLE
1211	107_circle_6	IN_CIRCLE
1209	107_circle_6	IN_CIRCLE
1900	107_circle_6	IN_CIRCLE
1365	107_circle_6	IN_CIRCLE
1835	107_circle_6	IN_CIRCLE
1291	107_circle_6	IN_CIRCLE
1652	107_circle_6	IN_CIRCLE
1689	107_circle_6	IN_CIRCLE
1813	107_circle_6	IN_CIRCLE
1838	107_circle_6	IN_CIRCLE
1505	107_circle_6	IN_CIRCLE
1089	107_circle_6	IN_CIRCLE
1165	107_circle_6	IN_CIRCLE
1524	107_circle_6	IN_CIRCLE
1445	107_circle_6	IN_CIRCLE
1283	107_circle_6	IN_CIRCLE
1659	107_circle_6	IN_CIRCLE
1312	107_circle_6	IN_CIRCLE
1214	107_circle_6	IN_CIRCLE
